# timestamp,resident_bytes,total_bytes,system_millis,user_millis
1619802500417,2424832,10117120,0,0
1619802500717,2424832,10117120,0,0
1619802501001,2424832,10117120,0,0
1619802501256,2424832,10117120,0,0
1619802501524,2424832,10117120,0,0
1619802501773,2424832,10117120,0,0
1619802502030,2424832,10117120,0,0
1619802502340,2424832,10117120,0,0
1619802502581,2424832,10117120,0,0
1619802502821,2424832,10117120,0,0
1619802503102,2424832,10117120,0,0
1619802503375,2424832,10117120,0,0
1619802503634,2424832,10117120,0,0
1619802503882,2424832,10117120,0,0
1619802504122,2424832,10117120,0,0
1619802504371,2424832,10117120,0,0
1619802504633,2424832,10117120,0,0
1619802504888,2424832,10117120,0,0
1619802505152,2424832,10117120,0,0
1619802505420,2424832,10117120,0,0
1619802505696,2424832,10117120,0,0
1619802505964,2424832,10117120,0,0
1619802506241,2424832,10117120,0,0
1619802506478,2424832,10117120,0,0
1619802506715,2424832,10117120,0,0
1619802506952,2424832,10117120,0,0
1619802507220,2424832,10117120,0,0
1619802507475,2424832,10117120,0,0
1619802507768,2424832,10117120,0,0
1619802508101,2424832,10117120,0,0
1619802508375,2424832,10117120,0,0
1619802508618,2424832,10117120,0,0
1619802508861,2424832,10117120,0,0
1619802509111,2424832,10117120,0,0
1619802509412,2424832,10117120,0,0
1619802509722,2424832,10117120,0,0
1619802510013,2424832,10117120,0,0
1619802510300,2424832,10117120,0,0
1619802510597,2424832,10117120,0,0
1619802510909,2424832,10117120,0,0
1619802511212,2424832,10117120,0,0
1619802511487,2424832,10117120,0,0
1619802511741,2424832,10117120,0,0
1619802511989,2424832,10117120,0,0
1619802512281,2424832,10117120,0,0
1619802512575,2424832,10117120,0,0
1619802512843,2424832,10117120,0,0
1619802513151,2424832,10117120,0,0
1619802513452,2424832,10117120,0,0
1619802513745,2424832,10117120,0,0
1619802514014,2424832,10117120,0,0
1619802514304,2424832,10117120,0,0
1619802514613,2424832,10117120,0,0
1619802514915,2424832,10117120,0,0
1619802515210,2424832,10117120,0,0
1619802515490,2424832,10117120,0,0
1619802515792,2424832,10117120,0,0
1619802516053,2424832,10117120,0,0
1619802516359,2424832,10117120,0,0
1619802516662,2424832,10117120,0,0
1619802516966,2424832,10117120,0,0
1619802517267,2424832,10117120,0,0
1619802517577,2424832,10117120,0,0
1619802517882,2424832,10117120,0,0
1619802518184,2424832,10117120,0,0
1619802518474,2424832,10117120,0,0
1619802518777,2424832,10117120,0,0
1619802519088,2424832,10117120,0,0
1619802519390,2424832,10117120,0,0
1619802519692,2424832,10117120,0,0
1619802519961,2424832,10117120,0,0
1619802520251,2424832,10117120,0,0
1619802520554,2424832,10117120,0,0
1619802520841,2424832,10117120,0,0
1619802521143,2424832,10117120,0,0
1619802521448,2424832,10117120,0,0
1619802521750,2424832,10117120,0,0
1619802522054,2424832,10117120,0,0
1619802522355,2424832,10117120,0,0
1619802522658,2424832,10117120,0,0
1619802522958,2424832,10117120,0,0
1619802523262,2424832,10117120,0,0
1619802523576,2424832,10117120,0,0
1619802523881,2424832,10117120,0,0
1619802524187,2424832,10117120,0,0
1619802524487,2424832,10117120,0,0
1619802524791,2424832,10117120,0,0
1619802525100,2424832,10117120,0,0
1619802525406,2424832,10117120,0,0
1619802525709,2424832,10117120,0,0
1619802526005,2424832,10117120,0,0
1619802526308,2424832,10117120,0,0
1619802526623,2424832,10117120,0,0
1619802526926,2424832,10117120,0,0
1619802527230,2424832,10117120,0,0
1619802527476,2424832,10117120,0,0
1619802527767,2424832,10117120,0,0
1619802528075,2424832,10117120,0,0
1619802528335,2424832,10117120,0,0
1619802528620,2424832,10117120,0,0
1619802528882,2424832,10117120,0,0
1619802529134,2424832,10117120,0,0
1619802529396,2424832,10117120,0,0
1619802529693,2424832,10117120,0,0
1619802529994,2424832,10117120,0,0
1619802530299,2424832,10117120,0,0
1619802530591,2424832,10117120,0,0
1619802530844,2424832,10117120,0,0
1619802531094,2424832,10117120,0,0
1619802531397,2424832,10117120,0,0
1619802531698,2424832,10117120,0,0
1619802531961,2424832,10117120,0,0
1619802532253,2424832,10117120,0,0
1619802532492,2424832,10117120,0,0
1619802532752,2424832,10117120,0,0
1619802533035,2424832,10117120,0,0
1619802533339,2424832,10117120,0,0
1619802533640,2424832,10117120,0,0
1619802533944,2424832,10117120,0,0
1619802534236,2424832,10117120,0,0
1619802534538,2424832,10117120,0,0
1619802534844,2424832,10117120,0,0
1619802535115,2424832,10117120,0,0
1619802535405,2424832,10117120,0,0
1619802535707,2424832,10117120,0,0
1619802536009,2424832,10117120,0,0
1619802536312,2424832,10117120,0,0
1619802536610,2424832,10117120,0,0
1619802536911,2424832,10117120,0,0
1619802537222,2424832,10117120,0,0
1619802537521,2424832,10117120,0,0
1619802537825,2424832,10117120,0,0
1619802538107,2424832,10117120,0,0
1619802538405,2424832,10117120,0,0
1619802538709,2424832,10117120,0,0
1619802539005,2424832,10117120,0,0
1619802539305,2424832,10117120,0,0
1619802539598,2424832,10117120,0,0
1619802539900,2424832,10117120,0,0
1619802540209,2424832,10117120,0,0
1619802540510,2424832,10117120,0,0
1619802540812,2424832,10117120,0,0
1619802541072,2424832,10117120,0,0
1619802541334,2424832,10117120,0,0
1619802541612,2424832,10117120,0,0
1619802541876,2424832,10117120,0,0
1619802542155,2424832,10117120,0,0
1619802542451,2424832,10117120,0,0
1619802542754,2424832,10117120,0,0
1619802543056,2424832,10117120,0,0
1619802543329,2424832,10117120,0,0
1619802543590,2424832,10117120,0,0
1619802543883,2424832,10117120,0,0
1619802544181,2424832,10117120,0,0
