# timestamp,resident_bytes,total_bytes,system_millis,user_millis
1619802886355,2523136,10117120,0,0
1619802886644,2523136,10117120,0,0
1619802886908,2523136,10117120,0,0
1619802887184,2523136,10117120,0,0
1619802887447,2523136,10117120,0,0
1619802887711,2523136,10117120,0,0
1619802887937,2523136,10117120,0,0
1619802888174,2523136,10117120,0,0
1619802888433,2523136,10117120,0,0
1619802888682,2523136,10117120,0,0
1619802888939,2523136,10117120,0,0
1619802889195,2523136,10117120,0,0
1619802889455,2523136,10117120,0,0
1619802889687,2523136,10117120,0,0
1619802889925,2523136,10117120,0,0
1619802890148,2523136,10117120,0,0
1619802890369,2523136,10117120,0,0
1619802890595,2523136,10117120,0,0
1619802890816,2523136,10117120,0,0
1619802891037,2523136,10117120,0,0
1619802891261,2523136,10117120,0,0
1619802891497,2523136,10117120,0,0
1619802891737,2523136,10117120,0,0
1619802892016,2523136,10117120,0,0
1619802892328,2523136,10117120,0,0
1619802892626,2523136,10117120,0,0
1619802892930,2523136,10117120,0,0
1619802893264,2523136,10117120,0,0
1619802893527,2523136,10117120,0,0
1619802893785,2523136,10117120,0,0
1619802894034,2523136,10117120,0,0
1619802894272,2523136,10117120,0,0
1619802894538,2523136,10117120,0,0
1619802894797,2523136,10117120,0,0
1619802895053,2523136,10117120,0,0
1619802895276,2523136,10117120,0,0
1619802895540,2523136,10117120,0,0
1619802895797,2523136,10117120,0,0
1619802896036,2523136,10117120,0,0
1619802896291,2523136,10117120,0,0
1619802896517,2523136,10117120,0,0
1619802896746,2523136,10117120,0,0
1619802896999,2523136,10117120,0,0
1619802897225,2523136,10117120,0,0
1619802897484,2523136,10117120,0,0
1619802897710,2523136,10117120,0,0
1619802897968,2523136,10117120,0,0
1619802898212,2523136,10117120,0,0
1619802898475,2523136,10117120,0,0
1619802898746,2523136,10117120,0,0
1619802898982,2523136,10117120,0,0
1619802899224,2523136,10117120,0,0
1619802899475,2523136,10117120,0,0
1619802899730,2523136,10117120,0,0
1619802899983,2523136,10117120,0,0
1619802900211,2523136,10117120,0,0
1619802900456,2523136,10117120,0,0
1619802900684,2523136,10117120,0,0
1619802900937,2523136,10117120,0,0
1619802901160,2523136,10117120,0,0
1619802901390,2523136,10117120,0,0
1619802901644,2523136,10117120,0,0
1619802901917,2523136,10117120,0,0
1619802902173,2523136,10117120,0,0
1619802902401,2523136,10117120,0,0
1619802902654,2523136,10117120,0,0
1619802902879,2523136,10117120,0,0
1619802903138,2523136,10117120,0,0
1619802903370,2523136,10117120,0,0
1619802903592,2523136,10117120,0,0
1619802903851,2523136,10117120,0,0
1619802904108,2523136,10117120,0,0
1619802904360,2523136,10117120,0,0
1619802904617,2523136,10117120,0,0
1619802904839,2523136,10117120,0,0
