# timestamp,resident_bytes,total_bytes,system_millis,user_millis
1619788157305,2441216,10117120,0,0
1619788157565,2441216,10117120,0,0
1619788157803,2441216,10117120,0,0
1619788158038,2441216,10117120,0,0
1619788158282,2441216,10117120,0,0
1619788158542,2441216,10117120,0,0
1619788158783,2441216,10117120,0,0
1619788159013,2441216,10117120,0,0
1619788159259,2441216,10117120,0,0
1619788159518,2441216,10117120,0,0
1619788159757,2441216,10117120,0,0
1619788160011,2441216,10117120,0,0
1619788160280,2441216,10117120,0,0
1619788160541,2441216,10117120,0,0
1619788160795,2441216,10117120,0,0
1619788161065,2441216,10117120,0,0
1619788161316,2441216,10117120,0,0
1619788161575,2441216,10117120,0,0
1619788161806,2441216,10117120,0,0
1619788162037,2441216,10117120,0,0
1619788162306,2441216,10117120,0,0
1619788162543,2441216,10117120,0,0
1619788162772,2441216,10117120,0,0
1619788163016,2441216,10117120,0,0
1619788163255,2441216,10117120,0,0
1619788163500,2441216,10117120,0,0
1619788163741,2441216,10117120,0,0
1619788163972,2441216,10117120,0,0
1619788164216,2441216,10117120,0,0
1619788164479,2441216,10117120,0,0
1619788164737,2441216,10117120,0,0
1619788164994,2441216,10117120,0,0
1619788165261,2441216,10117120,0,0
1619788165494,2441216,10117120,0,0
1619788165758,2441216,10117120,0,0
1619788165991,2441216,10117120,0,0
1619788166260,2441216,10117120,0,0
1619788166525,2441216,10117120,0,0
1619788166792,2441216,10117120,0,0
1619788167059,2441216,10117120,0,0
1619788167294,2441216,10117120,0,0
1619788167557,2441216,10117120,0,0
1619788167822,2441216,10117120,0,0
1619788168097,2441216,10117120,0,0
1619788168326,2441216,10117120,0,0
1619788168566,2441216,10117120,0,0
1619788168791,2441216,10117120,0,0
1619788169050,2441216,10117120,0,0
1619788169304,2441216,10117120,0,0
1619788169528,2441216,10117120,0,0
1619788169800,2441216,10117120,0,0
1619788170062,2441216,10117120,0,0
1619788170295,2441216,10117120,0,0
1619788170558,2441216,10117120,0,0
1619788170817,2441216,10117120,0,0
1619788171078,2441216,10117120,0,0
1619788171342,2441216,10117120,0,0
1619788171605,2441216,10117120,0,0
1619788171860,2441216,10117120,0,0
1619788172121,2441216,10117120,0,0
1619788172376,2441216,10117120,0,0
1619788172603,2441216,10117120,0,0
1619788172881,2441216,10117120,0,0
1619788173140,2441216,10117120,0,0
1619788173389,2441216,10117120,0,0
1619788173616,2441216,10117120,0,0
1619788173862,2441216,10117120,0,0
1619788174100,2441216,10117120,0,0
1619788174334,2441216,10117120,0,0
1619788174560,2441216,10117120,0,0
1619788174791,2441216,10117120,0,0
1619788175053,2441216,10117120,0,0
1619788175318,2441216,10117120,0,0
1619788175545,2441216,10117120,0,0
1619788175771,2441216,10117120,0,0
1619788175996,2441216,10117120,0,0
1619788176223,2441216,10117120,0,0
1619788176471,2441216,10117120,0,0
1619788176713,2441216,10117120,0,0
1619788176976,2441216,10117120,0,0
1619788177219,2441216,10117120,0,0
1619788177470,2441216,10117120,0,0
