# timestamp,resident_bytes,total_bytes,system_millis,user_millis
1619786465381,2482176,10117120,0,0
1619786465699,2482176,10117120,0,0
1619786465963,2482176,10117120,0,0
1619786466247,2482176,10117120,0,0
1619786466492,2482176,10117120,0,0
1619786466739,2482176,10117120,0,0
1619786467009,2482176,10117120,0,0
1619786467277,2482176,10117120,0,0
1619786467546,2482176,10117120,0,0
1619786467788,2482176,10117120,0,0
1619786468076,2482176,10117120,0,0
1619786468336,2482176,10117120,0,0
1619786468617,2482176,10117120,0,0
1619786468878,2482176,10117120,0,0
1619786469136,2482176,10117120,0,0
1619786469393,2482176,10117120,0,0
1619786469652,2482176,10117120,0,0
1619786469892,2482176,10117120,0,0
1619786470135,2482176,10117120,0,0
1619786470402,2482176,10117120,0,0
1619786470670,2482176,10117120,0,0
1619786470924,2482176,10117120,0,0
1619786471195,2482176,10117120,0,0
1619786471452,2482176,10117120,0,0
1619786471712,2482176,10117120,0,0
1619786471957,2482176,10117120,0,0
1619786472209,2482176,10117120,0,0
1619786472451,2482176,10117120,0,0
1619786472691,2482176,10117120,0,0
1619786472930,2482176,10117120,0,0
1619786473172,2482176,10117120,0,0
1619786473414,2482176,10117120,0,0
1619786473657,2482176,10117120,0,0
1619786473920,2482176,10117120,0,0
1619786474176,2482176,10117120,0,0
1619786474452,2482176,10117120,0,0
1619786474729,2482176,10117120,0,0
1619786474979,2482176,10117120,0,0
1619786475240,2482176,10117120,0,0
1619786475485,2482176,10117120,0,0
1619786475749,2482176,10117120,0,0
1619786476014,2482176,10117120,0,0
1619786476285,2482176,10117120,0,0
1619786476551,2482176,10117120,0,0
1619786476818,2482176,10117120,0,0
1619786477131,2482176,10117120,0,0
1619786477446,2482176,10117120,0,0
1619786477765,2482176,10117120,0,0
1619786478031,2482176,10117120,0,0
1619786478296,2482176,10117120,0,0
1619786478562,2482176,10117120,0,0
1619786478828,2482176,10117120,0,0
1619786479069,2482176,10117120,0,0
1619786479336,2482176,10117120,0,0
1619786479601,2482176,10117120,0,0
1619786479870,2482176,10117120,0,0
1619786480158,2482176,10117120,0,0
