# timestamp,line
1619802301872,OUT,siggen/room1/temp,0
1619802301872,OUT,siggen/room2/rhum,0
1619802301873,OUT,siggen/room2/temp,0
1619802301873,OUT,siggen/room1/rhum,0
1619802302373,OUT,siggen/room1/temp,1
1619802302373,OUT,siggen/room2/rhum,1
1619802302374,OUT,siggen/room2/temp,1
1619802302375,OUT,siggen/room1/rhum,1
1619802302875,OUT,siggen/room1/temp,2
1619802302876,OUT,siggen/room2/rhum,2
1619802302876,OUT,siggen/room2/temp,2
1619802302877,OUT,siggen/room1/rhum,2
1619802303376,OUT,siggen/room1/temp,3
1619802303376,OUT,siggen/room2/rhum,3
1619802303377,OUT,siggen/room2/temp,3
1619802303377,OUT,siggen/room1/rhum,3
1619802303877,OUT,siggen/room1/temp,4
1619802303877,OUT,siggen/room2/rhum,4
1619802303877,OUT,siggen/room2/temp,4
1619802303877,OUT,siggen/room1/rhum,4
1619802304379,OUT,siggen/room1/temp,5
1619802304379,OUT,siggen/room2/rhum,5
1619802304379,OUT,siggen/room2/temp,5
1619802304380,OUT,siggen/room1/rhum,5
1619802304880,OUT,siggen/room1/temp,6
1619802304880,OUT,siggen/room2/rhum,6
1619802304880,OUT,siggen/room2/temp,6
1619802304880,OUT,siggen/room1/rhum,6
1619802305380,OUT,siggen/room1/temp,7
1619802305380,OUT,siggen/room2/rhum,7
1619802305381,OUT,siggen/room2/temp,7
1619802305381,OUT,siggen/room1/rhum,7
1619802305882,OUT,siggen/room1/temp,8
1619802305882,OUT,siggen/room2/temp,8
1619802305882,OUT,siggen/room2/rhum,8
1619802305882,OUT,siggen/room1/rhum,8
1619802306382,OUT,siggen/room2/rhum,9
1619802306383,OUT,siggen/room1/temp,9
1619802306383,OUT,siggen/room2/temp,9
1619802306383,OUT,siggen/room1/rhum,9
1619802306883,OUT,siggen/room1/temp,10
1619802306883,OUT,siggen/room2/rhum,10
1619802306883,OUT,siggen/room2/temp,10
1619802306884,OUT,siggen/room1/rhum,10
1619802307384,OUT,siggen/room1/rhum,11
1619802307384,OUT,siggen/room1/temp,11
1619802307384,OUT,siggen/room2/rhum,11
1619802307384,OUT,siggen/room2/temp,11
1619802307885,OUT,siggen/room2/temp,12
1619802307885,OUT,siggen/room1/temp,12
1619802307885,OUT,siggen/room1/rhum,12
1619802307885,OUT,siggen/room2/rhum,12
1619802308386,OUT,siggen/room2/rhum,13
1619802308386,OUT,siggen/room1/rhum,13
1619802308386,OUT,siggen/room1/temp,13
1619802308386,OUT,siggen/room2/temp,13
1619802308888,OUT,siggen/room1/temp,14
1619802308889,OUT,siggen/room1/rhum,14
